country,year,bovine_pop_1000
European Union - 27 countries (2007-2013),2019,86200.16
European Union - 27 countries (from 2020),2016,79697.54
European Union - 27 countries (from 2020),2017,79009.94
European Union - 27 countries (from 2020),2018,77840.1
European Union - 27 countries (from 2020),2019,77161.16
European Union - 27 countries (from 2020),2020,76551.1
European Union - 27 countries (from 2020),2021,75705.3
European Union - 27 countries (from 2020),2022,74807.63
European Union - 27 countries (from 2020),2023,73761.43
European Union - 27 countries (from 2020),2024,71896.32
European Union - 27 countries (from 2020),2025,71534.87
European Union - 28 countries (2013-2020),2016,89503.54
European Union - 28 countries (2013-2020),2017,88796.94
European Union - 28 countries (2013-2020),2018,87450.1
European Union - 28 countries (2013-2020),2019,86620.16
Finland,2016,887.25
Finland,2017,874.52
Finland,2018,859.38
Finland,2019,840.74
Finland,2020,835.38
Finland,2021,829.98
Finland,2022,821.97
Finland,2023,798.64
Finland,2024,764.03
Finland,2025,752.13
France,2016,19373.38
France,2017,18953.58
France,2018,18613.04
France,2019,18172.97
France,2020,17815.67
France,2021,17330.08
France,2022,16986.19
France,2023,16806.9
France,2024,16478.26
France,2025,16232.0
Croatia,2016,444.0
Croatia,2017,451.0
Croatia,2018,414.0
Croatia,2019,420.0
Croatia,2020,423.0
Croatia,2021,428.0
Croatia,2022,422.0
Croatia,2023,415.0
Croatia,2024,422.0
Croatia,2025,418.0
Hungary,2016,852.0
Hungary,2017,870.0
Hungary,2018,885.0
Hungary,2019,909.0
Hungary,2020,932.9
Hungary,2021,909.9
Hungary,2022,894.0
Hungary,2023,869.7
Hungary,2024,869.9
Hungary,2025,882.9
Ireland,2016,6613.43
Ireland,2017,6673.59
Ireland,2018,6593.49
Ireland,2019,6559.65
Ireland,2020,6529.44
Ireland,2021,6649.31
Ireland,2022,6551.83
Ireland,2023,6525.96
Ireland,2024,6308.3
Ireland,2025,6284.12
Iceland,2016,79.9
Iceland,2017,80.9
Iceland,2018,81.4
Iceland,2019,80.9
Iceland,2020,81.4
Iceland,2022,79.93
Iceland,2023,78.73
Iceland,2024,76.9
Iceland,2025,77.0
Italy,2016,6314.89
Italy,2017,6349.81
Italy,2018,6311.16
Italy,2019,6377.23
Italy,2020,6400.04
Italy,2021,6280.28
Italy,2022,6049.0
Italy,2023,5999.0
Italy,2024,5765.0
Italy,2025,5738.0
Lithuania,2016,694.8
Lithuania,2017,676.9
Lithuania,2018,653.5
Lithuania,2019,634.6
Lithuania,2020,629.5
Lithuania,2021,628.7
Lithuania,2022,641.92
Lithuania,2023,623.52
Lithuania,2024,599.77
Lithuania,2025,600.71
Luxembourg,2016,202.41
Luxembourg,2017,198.07
Luxembourg,2018,194.39
Luxembourg,2019,192.1
Luxembourg,2020,190.69
Luxembourg,2021,187.2
Luxembourg,2022,186.13
Luxembourg,2023,183.56
Luxembourg,2024,180.53
Luxembourg,2025,186.68
Latvia,2016,412.31
Latvia,2017,405.82
Latvia,2018,395.33
Latvia,2019,395.32
Latvia,2020,398.99
Latvia,2021,393.47
Latvia,2022,391.35
Latvia,2023,368.06
Latvia,2024,352.09
Latvia,2025,350.46
Montenegro,2016,89.0
Montenegro,2017,87.0
Montenegro,2018,83.3
Montenegro,2019,81.4
Montenegro,2020,77.89
Montenegro,2021,71.17
Montenegro,2022,70.77
Montenegro,2023,68.83
Montenegro,2024,67.5
Montenegro,2025,68.48
North Macedonia,2016,255.0
North Macedonia,2017,255.0
North Macedonia,2018,256.0
North Macedonia,2019,219.0
North Macedonia,2020,222.0
North Macedonia,2021,178.0
North Macedonia,2022,165.0
North Macedonia,2023,149.0
North Macedonia,2024,144.0
North Macedonia,2025,142.72
Malta,2016,14.36
Malta,2017,14.18
Malta,2018,14.12
Malta,2019,14.0
Malta,2020,14.29
Malta,2021,14.02
Malta,2022,14.2
Malta,2023,14.23
Malta,2024,13.8
Malta,2025,13.06
Netherlands,2016,4294.0
Netherlands,2017,4030.0
Netherlands,2018,3690.0
Netherlands,2019,3721.0
Netherlands,2020,3691.0
Netherlands,2021,3705.0
Netherlands,2022,3751.0
Netherlands,2023,3739.0
Netherlands,2024,3562.0
Netherlands,2025,3548.54
Poland,2016,5970.2
Poland,2017,6035.7
Poland,2018,6183.3
Poland,2019,6261.6
Poland,2020,6278.9
Poland,2021,6378.7
Poland,2022,6448.29
Poland,2023,6267.46
Poland,2024,6190.93
Poland,2025,6142.27
Portugal,2016,1635.01
Portugal,2017,1670.02
Portugal,2018,1632.42
Portugal,2019,1674.97
Portugal,2020,1691.32
Portugal,2021,1640.65
Portugal,2022,1579.14
Portugal,2023,1527.72
Portugal,2024,1486.91
Portugal,2025,1472.09
Romania,2016,2049.7
Romania,2017,2011.1
Romania,2018,1977.2
Romania,2019,1923.3
Romania,2020,1875.2
Romania,2021,1826.8
Romania,2022,1833.7
Romania,2023,1814.7
Romania,2024,1809.4
Romania,2025,1800.7
Serbia,2016,893.0
Serbia,2017,899.0
Serbia,2018,878.0
Serbia,2019,898.0
Serbia,2020,886.0
Serbia,2021,860.0
Serbia,2022,799.84
Serbia,2023,725.41
Serbia,2024,698.61
Serbia,2025,698.87
Sweden,2016,1436.05
Sweden,2017,1448.59
Sweden,2018,1435.45
Sweden,2019,1404.67
Sweden,2020,1390.96
Sweden,2021,1389.89
Sweden,2022,1390.55
Sweden,2023,1369.0
Sweden,2024,1333.82
Sweden,2025,1344.52
Slovenia,2016,488.6
Slovenia,2017,479.61
Slovenia,2018,476.81
Slovenia,2019,483.07
Slovenia,2020,485.61
Slovenia,2021,482.62
Slovenia,2022,464.91
Slovenia,2023,456.05
Slovenia,2024,453.89
Slovenia,2025,455.68
Slovakia,2016,446.11
Slovakia,2017,439.83
Slovakia,2018,438.86
Slovakia,2019,432.25
Slovakia,2020,442.29
Slovakia,2021,434.09
Slovakia,2022,433.18
Slovakia,2023,429.72
Slovakia,2024,416.68
Slovakia,2025,412.03
Türkiye,2016,14222.23
Türkiye,2017,16105.03
Türkiye,2018,17220.9
Türkiye,2019,17872.33
Türkiye,2020,18157.97
Türkiye,2021,18036.12
Türkiye,2022,17023.79
Türkiye,2023,16583.01
Türkiye,2024,16986.26
Türkiye,2025,17708.99
Ukraine,2025,1804.1
United Kingdom,2016,9806.0
United Kingdom,2017,9787.0
United Kingdom,2018,9610.0
United Kingdom,2019,9459.0
Kosovo*,2016,264.97
Kosovo*,2017,259.73
Kosovo*,2018,259.73
Kosovo*,2019,257.73
Kosovo*,2020,261.39
Kosovo*,2021,260.53
Kosovo*,2022,250.9
Kosovo*,2023,247.49
Kosovo*,2024,240.85
Albania,2016,57.77
Albania,2017,42.77
Albania,2018,42.3
Albania,2019,33.73
Albania,2020,23.46
Albania,2021,18.93
Albania,2022,11.15
Albania,2023,9.94
Albania,2024,15.32
Austria,2016,632.15
Austria,2017,623.52
Austria,2018,618.22
Austria,2019,605.32
Austria,2020,598.6
Austria,2021,611.01
Austria,2022,596.99
Austria,2023,577.24
Austria,2024,579.17
Austria,2025,570.96
Bosnia and Herzegovina,2016,100.0
Bosnia and Herzegovina,2017,93.0
Bosnia and Herzegovina,2018,92.0
Bosnia and Herzegovina,2019,92.0
Bosnia and Herzegovina,2020,91.0
Bosnia and Herzegovina,2021,72.68
Bosnia and Herzegovina,2022,75.93
Bosnia and Herzegovina,2023,73.39
Belgium,2016,748.26
Belgium,2017,699.71
Belgium,2018,723.99
Belgium,2019,721.96
Belgium,2020,711.97
Belgium,2021,712.87
Belgium,2022,693.72
Belgium,2023,684.77
Belgium,2024,641.24
Belgium,2025,641.0
Bulgaria,2016,119.69
Bulgaria,2017,109.72
Bulgaria,2018,108.15
Bulgaria,2019,99.7
Bulgaria,2020,111.6
Bulgaria,2021,121.3
Bulgaria,2022,107.95
Bulgaria,2023,107.45
Bulgaria,2024,113.01
Bulgaria,2025,105.45
Switzerland,2016,510.59
Switzerland,2017,508.47
Switzerland,2018,504.49
Switzerland,2019,501.57
Switzerland,2020,506.06
Switzerland,2021,514.2
Switzerland,2022,513.54
Switzerland,2023,509.37
Switzerland,2024,512.1
Switzerland,2025,503.82
Cyprus,2016,21.77
Cyprus,2017,23.44
Cyprus,2018,23.79
Cyprus,2019,24.53
Cyprus,2020,26.77
Cyprus,2021,26.9
Cyprus,2022,24.9
Cyprus,2023,24.73
Cyprus,2024,24.31
Cyprus,2025,25.12
Czechia,2016,397.03
Czechia,2017,406.69
Czechia,2018,403.62
Czechia,2019,411.03
Czechia,2020,404.71
Czechia,2021,408.33
Czechia,2022,406.65
Czechia,2023,407.92
Czechia,2024,420.53
Czechia,2025,421.93
Germany,2016,3794.84
Germany,2017,3704.22
Germany,2018,3583.69
Germany,2019,3485.38
Germany,2020,3404.52
Germany,2021,3354.96
Germany,2022,3307.67
Germany,2023,3225.14
Germany,2024,3108.8
Germany,2025,3123.78
Denmark,2016,540.0
Denmark,2017,541.0
Denmark,2018,534.0
Denmark,2019,522.0
Denmark,2020,524.0
Denmark,2021,516.0
Denmark,2022,510.0
Denmark,2023,495.52
Denmark,2024,490.78
Denmark,2025,490.96
Estonia,2016,67.9
Estonia,2017,70.0
Estonia,2018,70.6
Estonia,2019,70.9
Estonia,2020,72.1
Estonia,2021,68.8
Estonia,2022,69.07
Estonia,2023,66.78
Estonia,2024,62.83
Estonia,2025,65.49
Greece,2016,145.0
Greece,2017,151.0
Greece,2018,141.0
Greece,2019,157.0
Greece,2020,162.4
Greece,2021,176.4
Greece,2022,156.1
Greece,2023,140.7
Greece,2024,149.7
Greece,2025,142.8
Spain,2016,2403.64
Spain,2017,2492.05
Spain,2018,2494.13
Spain,2019,2528.83
Spain,2020,2541.32
Spain,2021,2319.42
Spain,2022,2488.84
Spain,2023,2336.32
Spain,2024,2324.93
Spain,2025,2427.69
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,21933.64
European Union - 15 countries (1995-2004),2016,23601.72
European Union - 15 countries (1995-2004),2017,23195.01
European Union - 15 countries (1995-2004),2018,22791.23
European Union - 15 countries (1995-2004),2019,22576.06
European Union - 25 countries (2004-2006),2016,26626.91
European Union - 25 countries (2004-2006),2017,26221.81
European Union - 25 countries (2004-2006),2018,25809.23
European Union - 25 countries (2004-2006),2019,25640.32
European Union - 27 countries (2007-2013),2016,27193.49
European Union - 27 countries (2007-2013),2017,26763.93
European Union - 27 countries (2007-2013),2018,26335.18
European Union - 27 countries (2007-2013),2019,26140.32
European Union - 27 countries (from 2020),2016,24395.49
European Union - 27 countries (from 2020),2017,23963.93
European Union - 27 countries (from 2020),2018,23619.18
European Union - 27 countries (from 2020),2019,23431.32
European Union - 27 countries (from 2020),2020,23428.09
European Union - 27 countries (from 2020),2021,23064.92
European Union - 27 countries (from 2020),2022,22872.26
European Union - 27 countries (from 2020),2023,22319.59
European Union - 27 countries (from 2020),2024,21962.76
European Union - 27 countries (from 2020),2025,21933.64
European Union - 28 countries (2013-2020),2016,27347.49
European Union - 28 countries (2013-2020),2017,26919.93
European Union - 28 countries (2013-2020),2018,26488.18
European Union - 28 countries (2013-2020),2019,26291.32
Finland,2016,302.1
Finland,2017,298.8
Finland,2018,295.76
Finland,2019,287.31
Finland,2020,291.69
Finland,2021,286.88
Finland,2022,283.08
Finland,2023,273.88
Finland,2024,263.12
Finland,2025,261.53
France,2016,5574.55
France,2017,5270.85
France,2018,5304.06
France,2019,5124.53
France,2020,5119.13
France,2021,4944.73
France,2022,4867.63
France,2023,4782.53
France,2024,4591.66
France,2025,4570.0
Croatia,2016,154.0
Croatia,2017,156.0
Croatia,2018,153.0
Croatia,2019,151.0
Croatia,2020,146.0
Croatia,2021,156.0
Croatia,2022,149.0
Croatia,2023,145.0
Croatia,2024,150.0
Croatia,2025,148.0
Hungary,2016,239.0
Hungary,2017,243.0
Hungary,2018,251.0
Hungary,2019,258.0
Hungary,2020,266.1
Hungary,2021,269.2
Hungary,2022,258.0
Hungary,2023,260.4
Hungary,2024,254.3
Hungary,2025,260.8
Ireland,2016,2076.51
Ireland,2017,2086.51
Ireland,2018,1999.88
Ireland,2019,1962.38
Ireland,2020,2056.58
Ireland,2021,2107.69
Ireland,2022,1995.45
Ireland,2023,1973.82
Ireland,2024,1922.48
Ireland,2025,1905.66
Iceland,2016,22.8
Iceland,2017,22.8
Iceland,2018,22.9
Iceland,2019,22.8
Iceland,2020,22.9
Iceland,2022,21.89
Iceland,2023,21.71
Iceland,2024,21.37
Iceland,2025,21.0
Italy,2016,1745.23
Italy,2017,1738.44
Italy,2018,1702.76
Italy,2019,1759.33
Italy,2020,1773.64
Italy,2021,1721.89
Italy,2022,1563.0
Italy,2023,1577.0
Italy,2024,1799.0
Italy,2025,1640.0
Lithuania,2016,179.3
Lithuania,2017,180.2
Lithuania,2018,172.9
Lithuania,2019,166.7
Lithuania,2020,168.6
Lithuania,2021,165.8
Lithuania,2022,173.09
Lithuania,2023,164.6
Lithuania,2024,159.43
Lithuania,2025,166.07
Luxembourg,2016,54.34
Luxembourg,2017,50.46
Luxembourg,2018,50.17
Luxembourg,2019,49.73
Luxembourg,2020,49.84
Luxembourg,2021,48.59
Luxembourg,2022,47.57
Luxembourg,2023,45.54
Luxembourg,2024,44.84
Luxembourg,2025,47.18
Latvia,2016,112.97
Latvia,2017,108.19
Latvia,2018,105.9
Latvia,2019,108.24
Latvia,2020,111.51
Latvia,2021,106.7
Latvia,2022,107.17
Latvia,2023,100.53
Latvia,2024,96.21
Latvia,2025,97.67
Montenegro,2016,16.0
Montenegro,2017,16.0
Montenegro,2018,14.8
Montenegro,2019,15.3
Montenegro,2020,14.64
Montenegro,2021,13.87
Montenegro,2022,14.68
Montenegro,2023,14.92
Montenegro,2024,14.66
Montenegro,2025,14.63
North Macedonia,2016,66.0
North Macedonia,2017,69.0
North Macedonia,2018,70.0
North Macedonia,2019,63.0
North Macedonia,2020,57.0
North Macedonia,2021,49.0
North Macedonia,2022,40.0
North Macedonia,2023,45.0
North Macedonia,2024,39.0
North Macedonia,2025,38.02
Malta,2016,3.88
Malta,2017,4.18
Malta,2018,4.25
Malta,2019,4.0
Malta,2020,4.37
Malta,2021,4.28
Malta,2022,4.35
Malta,2023,4.39
Malta,2024,4.0
Malta,2025,4.12
Netherlands,2016,1666.0
Netherlands,2017,1594.0
Netherlands,2018,1510.0
Netherlands,2019,1528.0
Netherlands,2020,1510.0
Netherlands,2021,1519.0
Netherlands,2022,1536.0
Netherlands,2023,1518.0
Netherlands,2024,1402.0
Netherlands,2025,1418.01
Poland,2016,1717.8
Poland,2017,1713.1
Poland,2018,1709.4
Poland,2019,1747.6
Poland,2020,1734.6
Poland,2021,1801.9
Poland,2022,1928.55
Poland,2023,1863.33
Poland,2024,1849.13
Poland,2025,1900.65
Portugal,2016,499.22
Portugal,2017,514.71
Portugal,2018,497.06
Portugal,2019,531.15
Portugal,2020,525.57
Portugal,2021,527.63
Portugal,2022,515.82
Portugal,2023,491.8
Portugal,2024,489.87
Portugal,2025,473.41
Romania,2016,446.9
Romania,2017,432.4
Romania,2018,417.8
Romania,2019,400.3
Romania,2020,368.8
Romania,2021,347.3
Romania,2022,346.9
Romania,2023,336.2
Romania,2024,328.7
Romania,2025,329.0
Serbia,2016,271.0
Serbia,2017,281.0
Serbia,2018,264.0
Serbia,2019,264.0
Serbia,2020,260.0
Serbia,2021,246.0
Serbia,2022,228.02
Serbia,2023,198.85
Serbia,2024,205.09
Serbia,2025,210.43
Sweden,2016,467.9
Sweden,2017,473.75
Sweden,2018,467.52
Sweden,2019,453.13
Sweden,2020,464.43
Sweden,2021,460.14
Sweden,2022,461.28
Sweden,2023,452.0
Sweden,2024,437.85
Sweden,2025,441.09
Slovenia,2016,155.05
Slovenia,2017,153.23
Slovenia,2018,153.2
Slovenia,2019,151.02
Slovenia,2020,153.12
Slovenia,2021,156.59
Slovenia,2022,149.05
Slovenia,2023,144.53
Slovenia,2024,143.45
Slovenia,2025,143.47
Slovakia,2016,130.48
Slovakia,2017,124.77
Slovakia,2018,123.34
Slovakia,2019,122.26
Slovakia,2020,126.14
Slovakia,2021,124.63
Slovakia,2022,124.45
Slovakia,2023,119.49
Slovakia,2024,111.43
Slovakia,2025,111.83
Türkiye,2016,3539.24
Türkiye,2017,4290.84
Türkiye,2018,4489.69
Türkiye,2019,4671.5
Türkiye,2020,4617.82
Türkiye,2021,4554.32
Türkiye,2022,4198.08
Türkiye,2023,4021.85
Türkiye,2024,4128.56
Türkiye,2025,4222.54
Ukraine,2025,432.0
United Kingdom,2016,2952.0
United Kingdom,2017,2956.0
United Kingdom,2018,2869.0
United Kingdom,2019,2860.0
Kosovo*,2016,83.57
Kosovo*,2017,84.48
Kosovo*,2018,84.48
Kosovo*,2019,83.13
Kosovo*,2020,84.15
Kosovo*,2021,83.24
Kosovo*,2022,78.04
Kosovo*,2023,77.32
Kosovo*,2024,75.43
Albania,2016,11.55
Albania,2017,14.49
Albania,2018,14.34
Albania,2019,11.45
Albania,2020,8.5
Albania,2021,6.86
Albania,2022,4.04
Albania,2023,3.6
Albania,2024,5.55
Austria,2016,160.84
Austria,2017,157.25
Austria,2018,154.93
Austria,2019,152.12
Austria,2020,151.0
Austria,2021,154.13
Austria,2022,43.99
Austria,2023,41.58
Austria,2024,39.04
Austria,2025,35.97
Bosnia and Herzegovina,2016,36.0
Bosnia and Herzegovina,2017,35.0
Bosnia and Herzegovina,2018,33.0
Bosnia and Herzegovina,2019,32.0
Bosnia and Herzegovina,2020,36.0
Bosnia and Herzegovina,2021,22.63
Bosnia and Herzegovina,2022,20.13
Bosnia and Herzegovina,2023,13.87
Belgium,2016,167.7
Belgium,2017,161.13
Belgium,2018,170.36
Belgium,2019,171.46
Belgium,2020,171.48
Belgium,2021,173.2
Belgium,2022,168.15
Belgium,2023,173.46
Belgium,2024,161.56
Belgium,2025,167.64
Bulgaria,2016,26.77
Bulgaria,2017,23.09
Bulgaria,2018,24.98
Bulgaria,2019,19.69
Bulgaria,2020,33.1
Bulgaria,2021,23.93
Bulgaria,2022,17.7
Bulgaria,2023,23.65
Bulgaria,2024,24.44
Bulgaria,2025,23.88
Switzerland,2016,252.85
Switzerland,2017,248.88
Switzerland,2018,251.7
Switzerland,2019,246.25
Switzerland,2020,253.32
Switzerland,2021,251.86
Switzerland,2022,245.56
Switzerland,2023,243.87
Switzerland,2024,247.32
Switzerland,2025,240.77
Cyprus,2016,9.83
Cyprus,2017,10.37
Cyprus,2018,10.48
Cyprus,2019,10.19
Cyprus,2020,10.92
Cyprus,2021,10.16
Cyprus,2022,9.38
Cyprus,2023,9.08
Cyprus,2024,8.13
Cyprus,2025,9.23
Czechia,2016,1.72
Czechia,2017,0.43
Czechia,2018,0.96
Czechia,2019,0.55
Czechia,2020,1.96
Czechia,2021,1.33
Czechia,2022,2.01
Czechia,2023,0.47
Czechia,2024,0.73
Czechia,2025,4.2
Germany,2016,224.27
Germany,2017,216.64
Germany,2018,208.78
Germany,2019,210.76
Germany,2020,207.71
Germany,2021,204.72
Germany,2022,192.5
Germany,2023,182.72
Germany,2024,185.91
Germany,2025,184.61
Denmark,2016,258.0
Denmark,2017,268.0
Denmark,2018,268.0
Denmark,2019,256.0
Denmark,2020,247.0
Denmark,2021,238.0
Denmark,2022,230.0
Denmark,2023,241.56
Denmark,2024,251.12
Denmark,2025,254.59
Estonia,2016,3.3
Estonia,2017,3.3
Estonia,2018,3.3
Estonia,2019,3.5
Estonia,2020,3.6
Estonia,2021,3.4
Estonia,2022,3.45
Estonia,2023,3.34
Estonia,2024,3.14
Estonia,2025,3.27
Greece,2016,38.0
Greece,2017,46.0
Greece,2018,35.0
Greece,2019,46.0
Greece,2020,94.5
Greece,2021,112.3
Greece,2022,100.1
Greece,2023,79.9
Greece,2024,104.7
Greece,2025,100.0
Spain,2016,1781.85
Spain,2017,1876.32
Spain,2018,1862.27
Spain,2019,1872.21
Spain,2020,1880.06
Spain,2021,1528.43
Spain,2022,1747.12
Spain,2023,1700.04
Spain,2024,1488.7
Spain,2025,1666.54
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,5357.63
European Union - 15 countries (1995-2004),2016,5397.83
European Union - 15 countries (1995-2004),2017,5482.18
European Union - 15 countries (1995-2004),2018,5540.65
European Union - 15 countries (1995-2004),2019,5523.0
European Union - 25 countries (2004-2006),2016,5758.73
European Union - 25 countries (2004-2006),2017,5831.38
European Union - 25 countries (2004-2006),2018,5861.49
European Union - 25 countries (2004-2006),2019,5851.44
European Union - 27 countries (2007-2013),2016,5919.2
European Union - 27 countries (2007-2013),2017,5982.97
European Union - 27 countries (2007-2013),2018,6007.07
European Union - 27 countries (2007-2013),2019,5966.62
European Union - 27 countries (from 2020),2016,5912.2
European Union - 27 countries (from 2020),2017,5975.97
European Union - 27 countries (from 2020),2018,6000.07
European Union - 27 countries (from 2020),2019,5959.62
European Union - 27 countries (from 2020),2020,5979.68
European Union - 27 countries (from 2020),2021,5581.35
European Union - 27 countries (from 2020),2022,5563.99
European Union - 27 countries (from 2020),2023,5496.46
European Union - 27 countries (from 2020),2024,5270.73
European Union - 27 countries (from 2020),2025,5357.63
European Union - 28 countries (2013-2020),2016,5939.2
European Union - 28 countries (2013-2020),2017,6002.97
European Union - 28 countries (2013-2020),2018,6026.07
European Union - 28 countries (2013-2020),2019,5985.62
Finland,2016,2.72
Finland,2017,2.69
Finland,2018,2.66
Finland,2019,2.56
Finland,2020,2.63
Finland,2021,2.58
Finland,2022,2.55
Finland,2023,2.36
Finland,2024,2.26
Finland,2025,2.25
France,2016,630.63
France,2017,596.23
France,2018,618.73
France,2019,599.0
France,2020,591.82
France,2021,565.41
France,2022,563.6
France,2023,550.18
France,2024,498.05
France,2025,491.0
Croatia,2016,20.0
Croatia,2017,20.0
Croatia,2018,19.0
Croatia,2019,19.0
Croatia,2020,19.0
Croatia,2021,20.0
Croatia,2022,19.0
Croatia,2023,19.0
Croatia,2024,19.0
Croatia,2025,18.0
Hungary,2016,62.0
Hungary,2017,67.0
Hungary,2018,72.0
Hungary,2019,74.0
Hungary,2020,80.2
Hungary,2021,91.7
Hungary,2022,89.4
Hungary,2023,96.6
Hungary,2024,93.9
Hungary,2025,100.1
Ireland,2016,7.1
Ireland,2017,13.6
Ireland,2018,19.4
Ireland,2019,32.9
Ireland,2020,28.9
Ireland,2021,29.9
Ireland,2022,33.33
Ireland,2023,37.7
Ireland,2024,22.99
Ireland,2025,5.8
Iceland,2025,10.0
Italy,2016,1015.59
Italy,2017,1022.11
Italy,2018,980.51
Italy,2019,985.0
Italy,2020,990.61
Italy,2021,955.08
Italy,2022,868.0
Italy,2023,871.0
Italy,2024,1015.0
Italy,2025,914.0
Lithuania,2016,60.6
Lithuania,2017,68.1
Lithuania,2018,64.8
Lithuania,2019,62.6
Lithuania,2020,60.9
Lithuania,2021,58.7
Lithuania,2022,62.65
Lithuania,2023,57.48
Lithuania,2024,53.76
Lithuania,2025,56.43
Luxembourg,2016,5.15
Luxembourg,2017,5.04
Luxembourg,2018,4.91
Luxembourg,2019,4.56
Luxembourg,2020,4.82
Luxembourg,2021,4.54
Luxembourg,2022,4.38
Luxembourg,2023,4.2
Luxembourg,2024,4.15
Luxembourg,2025,4.66
Latvia,2016,54.79
Latvia,2017,52.46
Latvia,2018,51.36
Latvia,2019,52.49
Latvia,2020,54.08
Latvia,2021,51.74
Latvia,2022,51.97
